회사명,종목코드,KOS
SBI핀테크솔루션즈,950110,kosdaq
우리로,046970,kosdaq
디젠스,113810,kosdaq
와이엠씨,155650,kosdaq
아바텍,149950,kosdaq
코이즈,121850,kosdaq
SBW생명과학,151910,kosdaq
네이블커뮤니케이션즈,153460,kosdaq
노블엠앤비,106520,kosdaq
피엔티,137400,kosdaq
비아트론,141000,kosdaq
빛샘전자,072950,kosdaq
사람인,143240,kosdaq
제룡산업,147830,kosdaq
남화토건,091590,kosdaq
메지온,140410,kosdaq
원익머트리얼즈,104830,kosdaq
디엔에이링크,127120,kosdaq
나이스디앤비,130580,kosdaq
시큐브,131090,kosdaq
서암기계공업,100660,kosdaq
씨유메디칼,115480,kosdaq
씨유메디칼,115480,kosdaq
키네마스터,139670,kosdaq
비덴트,121800,kosdaq
신진에스엠,138070,kosdaq
이엠넷,123570,kosdaq
와이지엔터테인먼트,122870,kosdaq
스마트솔루션즈,136510,kosdaq
에이티세미콘,089530,kosdaq
테크윙,089030,kosdaq
씨큐브,101240,kosdaq
에스엠코어,007820,kosdaq
씨엔플러스,115530,kosdaq
로보스타,090360,kosdaq
대한과학,131220,kosdaq
대한과학,131220,kosdaq
아이디스,143160,kosdaq
제이씨케미칼,137950,kosdaq
아이씨디,040910,kosdaq
제닉,123330,kosdaq
시티랩스,139050,kosdaq
상아프론테크,089980,kosdaq
나이벡,138610,kosdaq
옵티시스,109080,kosdaq
대양전기공업,108380,kosdaq
서연탑메탈,019770,kosdaq
넥스트아이,137940,kosdaq
초록뱀이앤엠,131100,kosdaq
엘아이에스,138690,kosdaq
KX,122450,kosdaq
골프존뉴딘홀딩스,121440,kosdaq
윈스,136540,kosdaq
하림,136480,kosdaq
이퓨쳐,134060,kosdaq
티케이케미칼,104480,kosdaq
부스타,008470,kosdaq
나노신소재,121600,kosdaq
케이아이엔엑스,093320,kosdaq
티피씨글로벌,130740,kosdaq
LB세미콘,061970,kosdaq
딜리,131180,kosdaq
제이엔케이히터,126880,kosdaq
블루콤,033560,kosdaq
인트론바이오,048530,kosdaq
커넥트웨이브,119860,kosdaq
알서포트,131370,kosdaq
인텍플러스,064290,kosdaq
티에스이,131290,kosdaq
이브이첨단소재,131400,kosdaq
대정화금,120240,kosdaq
피제이메탈,128660,kosdaq
옵투스제약,131030,kosdaq
에이루트,096690,kosdaq
티비씨,033830,kosdaq
시그네틱스,033170,kosdaq
한국전자인증,041460,kosdaq
BGF에코머티리얼즈,126600,kosdaq
디케이락,105740,kosdaq
위메이드플레이,123420,kosdaq
KH 전자,111870,kosdaq
아나패스,123860,kosdaq
KNN,058400,kosdaq
누리플랜,069140,kosdaq
아이텍,119830,kosdaq
인화정공,101930,kosdaq
지나인제약,078650,kosdaq
셀피글로벌,068940,kosdaq
한일진공,123840,kosdaq
알파홀딩스,117670,kosdaq
포메탈,119500,kosdaq
다원시스,068240,kosdaq
씨젠,096530,kosdaq
와이솔,122990,kosdaq
하이비젼시스템,126700,kosdaq
화신정공,126640,kosdaq
코리아에프티,123410,kosdaq
엠에스오토텍,123040,kosdaq
이글루,067920,kosdaq
인터로조,119610,kosdaq
하이텍팜,106190,kosdaq
크루셜텍,114120,kosdaq
에스디시스템,121890,kosdaq
알톤스포츠,123750,kosdaq
유비벨록스,089850,kosdaq
오르비텍,046120,kosdaq
엑스큐어,070300,kosdaq
투비소프트,079970,kosdaq
인피니트헬스케어,071200,kosdaq
서진오토모티브,122690,kosdaq
인지소프트,100030,kosdaq
이스트아시아홀딩스,900110,kosdaq
애머릿지,900100,kosdaq
케이씨에스,115500,kosdaq
씨케이에이치,900120,kosdaq
HLB테라퓨틱스,115450,kosdaq
삼기,122350,kosdaq
이미지스,115610,kosdaq
인포바인,115310,kosdaq
하이소닉,106080,kosdaq
모베이스,101330,kosdaq
스타플렉스,115570,kosdaq
우리넷,115440,kosdaq
아세아텍,050860,kosdaq
폴라리스우노,114630,kosdaq
코디,080530,kosdaq
글로벌에스엠,900070,kosdaq
ITX-AI,099520,kosdaq
그린생명과학,114450,kosdaq
디와이피엔에프,104460,kosdaq
멜파스,096640,kosdaq
위메이드,112040,kosdaq
셀바스AI,108860,kosdaq
이원컴포텍,088290,kosdaq
강원에너지,114190,kosdaq
휴맥스,115160,kosdaq
에이프로젠 H&G,109960,kosdaq
동방선기,099410,kosdaq
상상인인더스트리,101000,kosdaq
진매트릭스,109820,kosdaq
비츠로셀,082920,kosdaq
한스바이오메드,042520,kosdaq
NHN벅스,104200,kosdaq
아이앤씨,052860,kosdaq
케이엔더블유,105330,kosdaq
디에스케이,109740,kosdaq
제넥신,095700,kosdaq
톱텍,108230,kosdaq
동국S&C,100130,kosdaq
에스앤더블류,103230,kosdaq
컴투스홀딩스,063080,kosdaq
동일금속,109860,kosdaq
어보브반도체,102120,kosdaq
위메이드맥스,101730,kosdaq
이엔에프테크놀로지,102710,kosdaq
스맥,099440,kosdaq
SDN,099220,kosdaq
한국정밀기계,101680,kosdaq
흥국,010240,kosdaq
우림피티에스,101170,kosdaq
티플랙스,081150,kosdaq
에스티오,098660,kosdaq
에이테크솔루션,071670,kosdaq
에스앤에스텍,101490,kosdaq
뷰웍스,100120,kosdaq
코오롱생명과학,102940,kosdaq
엔시트론,101400,kosdaq
파인테크닉스,106240,kosdaq
이수앱지스,086890,kosdaq
대성파인텍,104040,kosdaq
유비쿼스홀딩스,078070,kosdaq
메디톡스,086900,kosdaq
엠게임,058630,kosdaq
아이컴포넌트,059100,kosdaq
HLB생명과학,067630,kosdaq
이크레더블,092130,kosdaq
세운메디칼,100700,kosdaq
마이크로컨텍솔,098120,kosdaq
이엠앤아이,083470,kosdaq
아이엠,101390,kosdaq
웰크론한텍,076080,kosdaq
하이드로리튬,101670,kosdaq
슈프리마에이치큐,094840,kosdaq
서울옥션,063170,kosdaq
이스트소프트,047560,kosdaq
크레버스,096240,kosdaq
월덱스,101160,kosdaq
쎄트렉아이,099320,kosdaq
브리지텍,064480,kosdaq
고영,098460,kosdaq
조이시티,067000,kosdaq
우진비앤지,018620,kosdaq
테스,095610,kosdaq
예스24,053280,kosdaq
엘디티,096870,kosdaq
메타바이오메드,059210,kosdaq
효성오앤비,097870,kosdaq
텔레필드,091440,kosdaq
이트론,096040,kosdaq
에스맥,097780,kosdaq
에스코넥,096630,kosdaq
일신바이오,068330,kosdaq
서원인텍,093920,kosdaq
이씨에스,067010,kosdaq
대창솔루션,096350,kosdaq
아이에스이커머스,069920,kosdaq
알에프세미,096610,kosdaq
디엔에프,092070,kosdaq
일진파워,094820,kosdaq
비엠티,086670,kosdaq
이엠코리아,095190,kosdaq
현우산업,092300,kosdaq
케이알엠,093640,kosdaq
에스에너지,095910,kosdaq
성우전자,081580,kosdaq
엘엠에스,073110,kosdaq
제이엠티,094970,kosdaq
오디텍,080520,kosdaq
ISC,095340,kosdaq
네오티스,085910,kosdaq
미래나노텍,095500,kosdaq
상보,027580,kosdaq
바이오톡스텍,086040,kosdaq
옴니시스템,057540,kosdaq
푸른기술,094940,kosdaq
웨이브일렉트로,095270,kosdaq
빅솔론,093190,kosdaq
S&K폴리텍,091340,kosdaq
율호,072770,kosdaq
갤럭시아머니트리,094480,kosdaq
에코프로,086520,kosdaq
DSEN,065150,kosdaq
컴투스,078340,kosdaq
네오위즈,095660,kosdaq
앤씨앤,092600,kosdaq
엔텔스,069410,kosdaq
풍강,093380,kosdaq
동국제약,086450,kosdaq
케이프,064820,kosdaq
상신이디피,091580,kosdaq
한라IMS,092460,kosdaq
에프알텍,073540,kosdaq
이엠텍,091120,kosdaq
참좋은여행,094850,kosdaq
네오리진,094860,kosdaq
이베스트투자증권,078020,kosdaq
매커스,093520,kosdaq
오스템임플란트,048260,kosdaq
나노캠텍,091970,kosdaq
네오팜,092730,kosdaq
오스코텍,039200,kosdaq
켐트로닉스,089010,kosdaq
제이스텍,090470,kosdaq
동아엘텍,088130,kosdaq
휴온스글로벌,084110,kosdaq
케이씨티,089150,kosdaq
파트론,091700,kosdaq
유니테스트,086390,kosdaq
휴림로봇,090710,kosdaq
에스에이티,060540,kosdaq
큐에스아이,066310,kosdaq
멀티캠퍼스,067280,kosdaq
코세스,089890,kosdaq
성창오토텍,080470,kosdaq
넥스턴바이오,089140,kosdaq
제이티,089790,kosdaq
아이윈,090150,kosdaq
이녹스,088390,kosdaq
THE E&M,089230,kosdaq
바텍,043150,kosdaq
MDS테크,086960,kosdaq
루멘스,038060,kosdaq
CSA 코스믹,083660,kosdaq
티엘아이,062860,kosdaq
한국전자금융,063570,kosdaq
쇼박스,086980,kosdaq
팬엔터테인먼트,068050,kosdaq
루트로닉,085370,kosdaq
인포뱅크,039290,kosdaq
아이오케이,078860,kosdaq
동우팜투테이블,088910,kosdaq
제이브이엠,054950,kosdaq
팅크웨어,084730,kosdaq
진바이오텍,086060,kosdaq
TKG애강,022220,kosdaq
에이스테크,088800,kosdaq
셀트리온제약,068760,kosdaq
GST,083450,kosdaq
에너토크,019990,kosdaq
제우스,079370,kosdaq
뉴프렉스,085670,kosdaq
유진테크,084370,kosdaq
크리스탈지노믹스,083790,kosdaq
바이오니아,064550,kosdaq
헬릭스미스,084990,kosdaq
인콘,083640,kosdaq
차바이오텍,085660,kosdaq
대봉엘에스,078140,kosdaq
와이엔텍,067900,kosdaq
케이엠,083550,kosdaq
케이엠,083550,kosdaq
수성샐바시온,084180,kosdaq
모다이노칩,080420,kosdaq
비에이치아이,083650,kosdaq
케스피온,079190,kosdaq
비보존 제약,082800,kosdaq
자연과환경,043910,kosdaq
와토스코리아,079000,kosdaq
폴라리스오피스,041020,kosdaq
디아크,078590,kosdaq
서린바이오,038070,kosdaq
가비아,079940,kosdaq
덕산하이메탈,077360,kosdaq
아바코,083930,kosdaq
하나마이크론,067310,kosdaq
엘오티베큠,083310,kosdaq
코스나인,082660,kosdaq
이상네트웍스,080010,kosdaq
아리온,058220,kosdaq
메디포스트,078160,kosdaq
우리바이오,082850,kosdaq
모두투어,080160,kosdaq
가온그룹,078890,kosdaq
쏠리드,050890,kosdaq
옵트론텍,082210,kosdaq
젬백스,082270,kosdaq
플랜티넷,075130,kosdaq
이노와이어리스,073490,kosdaq
인베니아,079950,kosdaq
동양이엔피,079960,kosdaq
제주반도체,080220,kosdaq
한창산업,079170,kosdaq
디이엔티,079810,kosdaq
에스엔유,080000,kosdaq
iMBC,052220,kosdaq
서산,079650,kosdaq
KX하이텍,052900,kosdaq
손오공,066910,kosdaq
미래컴퍼니,049950,kosdaq
아이크래프트,052460,kosdaq
메가스터디,072870,kosdaq
케이에스피,073010,kosdaq
KG모빌리언스,046440,kosdaq
대주전자재료,078600,kosdaq
텔레칩스,054450,kosdaq
HB테크놀러지,078150,kosdaq
도이치모터스,067990,kosdaq
토비스,051360,kosdaq
제넨바이오,072520,kosdaq
국일제지,078130,kosdaq
DMS,068790,kosdaq
코드네이처,078940,kosdaq
시너지이노베이션,048870,kosdaq
신성델타테크,065350,kosdaq
한국경제TV,039340,kosdaq
다날,064260,kosdaq
형지I&C,011080,kosdaq
비케이홀딩스,050090,kosdaq
코엔텍,029960,kosdaq
YBM넷,057030,kosdaq
CS,065770,kosdaq
아미노로직스,074430,kosdaq
테라젠이텍스,066700,kosdaq
디에이피,066900,kosdaq
한양디지텍,078350,kosdaq
동국알앤에스,075970,kosdaq
라이트론,069540,kosdaq
듀오백,073190,kosdaq
삼진엘앤디,054090,kosdaq
에스텍파마,041910,kosdaq
세진티에스,067770,kosdaq
한솔인티큐브,070590,kosdaq
리튬포어스,073570,kosdaq
테라사이언스,073640,kosdaq
우주일렉트로,065680,kosdaq
피에이치씨,057880,kosdaq
드림어스컴퍼니,060570,kosdaq
버킷스튜디오,066410,kosdaq
아프리카TV,067160,kosdaq
원익QnC,074600,kosdaq
로체시스템즈,071280,kosdaq
에스텍,069510,kosdaq
오텍,067170,kosdaq
키이스트,054780,kosdaq
현대에버다임,041440,kosdaq
중앙백신,072020,kosdaq
휴비츠,065510,kosdaq
우리산업홀딩스,072470,kosdaq
디지털대성,068930,kosdaq
코스온,069110,kosdaq
유아이디,069330,kosdaq
티씨케이,064760,kosdaq
아모텍,052710,kosdaq
웰크론,065950,kosdaq
파워로직스,047310,kosdaq
이라이콤,041520,kosdaq
녹원씨엔아이,065560,kosdaq
홈캐스트,064240,kosdaq
씨씨에스,066790,kosdaq
웹젠,069080,kosdaq
대화제약,067080,kosdaq
대화제약,067080,kosdaq
우수AMS,066590,kosdaq
JW신약,067290,kosdaq
하츠,066130,kosdaq
SBS콘텐츠허브,046140,kosdaq
빅텍,065450,kosdaq
탑엔지니어링,065130,kosdaq
이루온,065440,kosdaq
재영솔루텍,049630,kosdaq
한국큐빅,021650,kosdaq
인터플렉스,051370,kosdaq
메디프론,065650,kosdaq
삼영이엔씨,065570,kosdaq
이엔코퍼레이션,066980,kosdaq
리더스코스메틱,016100,kosdaq
케이피엠테크,042040,kosdaq
엘앤에프,066970,kosdaq
디스플레이텍,066670,kosdaq
와이오엠,066430,kosdaq
초록뱀미디어,047820,kosdaq
웨스트라이즈,064090,kosdaq
쎌바이오텍,049960,kosdaq
NE능률,053290,kosdaq
테크엘,064520,kosdaq
KG이니시스,035600,kosdaq
비엘팜텍,065170,kosdaq
파라다이스,034230,kosdaq
플래스크,041590,kosdaq
새로닉스,042600,kosdaq
오리엔트정공,065500,kosdaq
DGP,060900,kosdaq
국보디자인,066620,kosdaq
아이톡시,052770,kosdaq
에스아이리소스,065420,kosdaq
젬백스링크,064800,kosdaq
리노스,039980,kosdaq
현대바이오,048410,kosdaq
에스피지,058610,kosdaq
토탈소프트,045340,kosdaq
서호전기,065710,kosdaq
파커스,065690,kosdaq
서울리거,043710,kosdaq
홈센타홀딩스,060560,kosdaq
아비코전자,036010,kosdaq
큐렉소,060280,kosdaq
소니드,060230,kosdaq
우원개발,046940,kosdaq
티사이언티픽,057680,kosdaq
인선이엔티,060150,kosdaq
와이어블,065530,kosdaq
SM Life Design,063440,kosdaq
지어소프트,051160,kosdaq
지엔코,065060,kosdaq
셀루메드,049180,kosdaq
KH바텍,060720,kosdaq
알에프텍,061040,kosdaq
에스폴리텍,050760,kosdaq
이랜텍,054210,kosdaq
ES큐브,050120,kosdaq
케이피티유,054410,kosdaq
3S,060310,kosdaq
화일약품,061250,kosdaq
오상자이엘,053980,kosdaq
농우바이오,054050,kosdaq
케이엘넷,039420,kosdaq
에스티아이,039440,kosdaq
잉크테크,049550,kosdaq
대한뉴팜,054670,kosdaq
씨티씨바이오,060590,kosdaq
인탑스,049070,kosdaq
KT서브마린,060370,kosdaq
피씨디렉트,051380,kosdaq
구영테크,053270,kosdaq
한국기업평가,034950,kosdaq
뉴보텍,060260,kosdaq
뉴보텍,060260,kosdaq
동양에스텍,060380,kosdaq
백금T&A,046310,kosdaq
파나케이아,058530,kosdaq
고려신용정보,049720,kosdaq
제일바이오,052670,kosdaq
서울반도체,046890,kosdaq
아가방컴퍼니,013990,kosdaq
엔터파트너즈,058450,kosdaq
미코,059090,kosdaq
유신,054930,kosdaq
프럼파스트,035200,kosdaq
한국컴퓨터,054040,kosdaq
대동스틸,048470,kosdaq
링네트,042500,kosdaq
큐로컴,040350,kosdaq
팬스타엔터프라이즈,054300,kosdaq
한빛소프트,047080,kosdaq
NHN KCP,060250,kosdaq
CNT85,056730,kosdaq
금강철강,053260,kosdaq
룽투코리아,060240,kosdaq
동아화성,041930,kosdaq
비츠로시스,054220,kosdaq
오리엔탈정공,014940,kosdaq
웰킵스하이텍,043590,kosdaq
리노공업,058470,kosdaq
성우테크론,045300,kosdaq
에스에프에이,056190,kosdaq
신화인터텍,056700,kosdaq
엑사이엔씨,054940,kosdaq
피에이치에이,043370,kosdaq
APS,054620,kosdaq
코위버,056360,kosdaq
성호전자,043260,kosdaq
MIT,038340,kosdaq
YW,051390,kosdaq
삼영엠텍,054540,kosdaq
이니텍,053350,kosdaq
에이디칩스,054630,kosdaq
유진로봇,056080,kosdaq
태웅,044490,kosdaq
경남제약,053950,kosdaq
삼보모터스,053700,kosdaq
한컴위드,054920,kosdaq
코미팜,041960,kosdaq
프리엠스,053160,kosdaq
코나아이,052400,kosdaq
메디콕스,054180,kosdaq
SGA,049470,kosdaq
엑서지21,043090,kosdaq
지에스이,053050,kosdaq
아이디스홀딩스,054800,kosdaq
코데즈컴바인,047770,kosdaq
안랩,053800,kosdaq
YTN,040300,kosdaq
CMG제약,058820,kosdaq
JYP Ent.,035900,kosdaq
한국테크놀로지,053590,kosdaq
KCC건설,021320,kosdaq
세동,053060,kosdaq
프로텍,053610,kosdaq
액토즈소프트,052790,kosdaq
세코닉스,053450,kosdaq
바이넥스,053030,kosdaq
오성첨단소재,052420,kosdaq
태양,053620,kosdaq
유아이엘,049520,kosdaq
초록뱀컴퍼니,052300,kosdaq
대원미디어,048910,kosdaq
중앙디앤엠,051980,kosdaq
CJ프레시웨이,051500,kosdaq
파인디앤씨,049120,kosdaq
디지아이,043360,kosdaq
코텍,052330,kosdaq
한네트,052600,kosdaq
에스티큐브,052020,kosdaq
티에스넥스젠,043220,kosdaq
스카이문스테크놀로지,033790,kosdaq
큐로홀딩스,051780,kosdaq
나라엠앤디,051490,kosdaq
에코바이오,038870,kosdaq
에이텍,045660,kosdaq
대아티아이,045390,kosdaq
캠시스,050110,kosdaq
현대바이오랜드,052260,kosdaq
SFA반도체,036540,kosdaq
삼표시멘트,038500,kosdaq
삼표시멘트,038500,kosdaq
HLB이노베이션,024850,kosdaq
SM C&C,048550,kosdaq
승일,049830,kosdaq
조광ILI,044060,kosdaq
TPC,048770,kosdaq
코메론,049430,kosdaq
블레이드 Ent,044480,kosdaq
삼화네트웍스,046390,kosdaq
성광벤드,014620,kosdaq
유라테크,048430,kosdaq
삼현철강,017480,kosdaq
오픈베이스,049480,kosdaq
KCI,036670,kosdaq
라온시큐어,042510,kosdaq
오로라,039830,kosdaq
금화피에스시,036190,kosdaq
코다코,046070,kosdaq
인바디,041830,kosdaq
고려제약,014570,kosdaq
크린앤사이언스,045520,kosdaq
포스코DX,022100,kosdaq
KD,044180,kosdaq
이글벳,044960,kosdaq
아즈텍WB,032080,kosdaq
오리콤,010470,kosdaq
위닉스,044340,kosdaq
상지카일룸,042940,kosdaq
엔피케이,048830,kosdaq
삼천당제약,000250,kosdaq
에이치케이,044780,kosdaq
정원엔시스,045510,kosdaq
한양이엔지,045100,kosdaq
누리플렉스,040160,kosdaq
에쎈테크,043340,kosdaq
국순당,043650,kosdaq
국순당,043650,kosdaq
엘컴텍,037950,kosdaq
이오테크닉스,039030,kosdaq
상상인,038540,kosdaq
서울제약,018680,kosdaq
나노엔텍,039860,kosdaq
파나진,046210,kosdaq
오공,045060,kosdaq
솔고바이오,043100,kosdaq
비츠로테크,042370,kosdaq
코아시아,045970,kosdaq
정상제이엘에스,040420,kosdaq
진양제약,007370,kosdaq
지니뮤직,043610,kosdaq
진성티이씨,036890,kosdaq
현대에이치티,039010,kosdaq
삼아제약,009300,kosdaq
삼아제약,009300,kosdaq
파루,043200,kosdaq
에스씨디,042110,kosdaq
한국정보공학,039740,kosdaq
디오,039840,kosdaq
네오위즈홀딩스,042420,kosdaq
다산네트웍스,039560,kosdaq
바이오스마트,038460,kosdaq
우리기술,032820,kosdaq
안국약품,001540,kosdaq
세중,039310,kosdaq
우리기술투자,041190,kosdaq
케이바이오,038530,kosdaq
HRS,036640,kosdaq
에스에이엠티,031330,kosdaq
NICE평가정보,030190,kosdaq
위즈코프,038620,kosdaq
이건홀딩스,039020,kosdaq
파인디지털,038950,kosdaq
나이스정보통신,036800,kosdaq
SG&G,040610,kosdaq
아이에이,038880,kosdaq
에스넷,038680,kosdaq
에스엠,041510,kosdaq
쌍용정보통신,010280,kosdaq
쎄니트,037760,kosdaq
대성미생물,036480,kosdaq
에코플라스틱,038110,kosdaq
케이엠더블유,032500,kosdaq
화성밸브,039610,kosdaq
경남스틸,039240,kosdaq
마크로젠,038290,kosdaq
희림,037440,kosdaq
레드캡투어,038390,kosdaq
솔브레인홀딩스,036830,kosdaq
에프에스티,036810,kosdaq
코맥스,036690,kosdaq
EG,037370,kosdaq
감성코퍼레이션,036620,kosdaq
성도이엔지,037350,kosdaq
제일테크노스,038010,kosdaq
무림SP,001810,kosdaq
세종텔레콤,036630,kosdaq
심텍홀딩스,036710,kosdaq
파세코,037070,kosdaq
SGC이테크건설,016250,kosdaq
영풍정밀,036560,kosdaq
서희건설,035890,kosdaq
주성엔지니어링,036930,kosdaq
케이티알파,036030,kosdaq
다우데이타,032190,kosdaq
동진쎄미켐,005290,kosdaq
선광,003100,kosdaq
제이에스티나,026040,kosdaq
지더블유바이텍,036180,kosdaq
클라우드에어,036170,kosdaq
한국팩키지,037230,kosdaq
삼지전자,037460,kosdaq
우리엔터프라이즈,037400,kosdaq
네패스,033640,kosdaq
인지디스플레,037330,kosdaq
위지트,036090,kosdaq
유니셈,036200,kosdaq
유성티엔에스,024800,kosdaq
코리아나,027050,kosdaq
SCI평가정보,036120,kosdaq
골드앤에스,035290,kosdaq
서울전자통신,027040,kosdaq
대성창투,027830,kosdaq
예림당,036000,kosdaq
CJ ENM,035760,kosdaq
이지홀딩스,035810,kosdaq
기산텔레콤,035460,kosdaq
바른손이앤에이,035620,kosdaq
솔본,035610,kosdaq
시공테크,020710,kosdaq
신일제약,012790,kosdaq
조아제약,034940,kosdaq
인성정보,033230,kosdaq
그래디언트,035080,kosdaq
동국산업,005160,kosdaq
매일홀딩스,005990,kosdaq
해성산업,034810,kosdaq
한국정보통신,025770,kosdaq
파라텍,033540,kosdaq
동성화인텍,033500,kosdaq
드래곤플라이,030350,kosdaq
엠케이전자,033160,kosdaq
엠투엔,033310,kosdaq
제이씨현시스템,033320,kosdaq
포스코엠텍,009520,kosdaq
스페코,013810,kosdaq
좋은사람들,033340,kosdaq
모아텍,033200,kosdaq
코웰패션,033290,kosdaq
코콤,015710,kosdaq
제룡전기,033100,kosdaq
제이엠아이,033050,kosdaq
디지틀조선,033130,kosdaq
바이온,032980,kosdaq
와이지-원,019210,kosdaq
특수건설,026150,kosdaq
아이즈비전,031310,kosdaq
동일기연,032960,kosdaq
소프트센,032680,kosdaq
원익,032940,kosdaq
원풍물산,008290,kosdaq
삼진,032750,kosdaq
비트컴퓨터,032850,kosdaq
휴먼엔,032860,kosdaq
엠젠솔루션,032790,kosdaq
판타지오,032800,kosdaq
유비케어,032620,kosdaq
피델릭스,032580,kosdaq
TJ미디어,032540,kosdaq
휴맥스홀딩스,028080,kosdaq
삼일,032280,kosdaq
뉴인텍,012340,kosdaq
오스템,031510,kosdaq
에스유홀딩스,031860,kosdaq
피에스케이홀딩스,031980,kosdaq
세보엠이씨,011560,kosdaq
한일단조,024740,kosdaq
양지사,030960,kosdaq
원익홀딩스,030530,kosdaq
한글과컴퓨터,030520,kosdaq
메이슨캐피탈,021880,kosdaq
광무,029480,kosdaq
대호특수강,021040,kosdaq
HLB,028300,kosdaq
팜스토리,027710,kosdaq
삼보판지,023600,kosdaq
삼목에스폼,018310,kosdaq
에이스침대,003800,kosdaq
원익큐브,014190,kosdaq
리드코프,012700,kosdaq
유니슨,018000,kosdaq
아난티,025980,kosdaq
광진실업,026910,kosdaq
인터엠,017250,kosdaq
성우하이텍,015750,kosdaq
대신정보통신,020180,kosdaq
서부T&D,006730,kosdaq
동신건설,025950,kosdaq
동화기업,025900,kosdaq
신라에스지,025870,kosdaq
케이씨피드,025880,kosdaq
한탑,002680,kosdaq
한국선재,025550,kosdaq
DH오토웨어,025440,kosdaq
시노펙스,025320,kosdaq
PN풍년,024940,kosdaq
삼천리자전거,024950,kosdaq
메디앙스,014100,kosdaq
KBI메탈,024840,kosdaq
경창산업,024910,kosdaq
대륙제관,004780,kosdaq
동원개발,013120,kosdaq
세원물산,024830,kosdaq
이화전기,024810,kosdaq
케이피에프,024880,kosdaq
KB오토시스,024120,kosdaq
신원종합개발,017000,kosdaq
흥구석유,024060,kosdaq
대한약품,023910,kosdaq
이화공영,001840,kosdaq
풍국주정,023900,kosdaq
대림제지,017650,kosdaq
대한광통신,010170,kosdaq
동일철강,023790,kosdaq
플레이위드,023770,kosdaq
한국캐피탈,023760,kosdaq
한일사료,005860,kosdaq
모베이스전자,012860,kosdaq
CNH,023460,kosdaq
국영지앤엠,006050,kosdaq
유진기업,023410,kosdaq
제이스코홀딩스,023440,kosdaq
보성파워텍,006910,kosdaq
브이티지엠피,018290,kosdaq
태광,023160,kosdaq
와이엠,007530,kosdaq
신라섬유,001000,kosdaq
원일특강,012620,kosdaq
서한,011370,kosdaq
바른손,018700,kosdaq
부방,014470,kosdaq
대명소노시즌,007720,kosdaq
대명소노시즌,007720,kosdaq
CBI,013720,kosdaq
대양제지,006580,kosdaq
유니크,011320,kosdaq
진로발효,018120,kosdaq
삼보산업,009620,kosdaq
푸드웰,005670,kosdaq
푸른저축은행,007330,kosdaq
피제이전자,006140,kosdaq
베뉴지,019010,kosdaq
엠에스씨,009780,kosdaq
대동금속,020400,kosdaq
광림,014200,kosdaq
대원산업,005710,kosdaq
큐캐피탈,016600,kosdaq
한국가구,004590,kosdaq
디모아,016670,kosdaq
중앙에너비스,000440,kosdaq
삼륭물산,014970,kosdaq
경동제약,011040,kosdaq
원풍,008370,kosdaq
네이처셀,007390,kosdaq
삼일기업공사,002290,kosdaq
일지테크,019540,kosdaq
한일화학,007770,kosdaq
한국알콜,017890,kosdaq
대주산업,003310,kosdaq
글로본,019660,kosdaq
세명전기,017510,kosdaq
에이티넘인베스트,021080,kosdaq
대동기어,008830,kosdaq
피에스텍,002230,kosdaq
코센,009730,kosdaq
카스,016920,kosdaq
하이록코리아,013030,kosdaq
SBI인베스트먼트,019550,kosdaq
리더스 기술투자,019570,kosdaq
엠벤처투자,019590,kosdaq
모헨즈,006920,kosdaq
